#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-24T17:33:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614e0aad5022e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/468/663&tab:{J/A+A/468/663/table3}&key:source=J/A+A/468/663/table3&HTTPPRM:&
#-source=J/A+A/468/663/table3
#-order=I
#-out=Star
#-out=Line
#-out=Elem
#-out=lambda
#-out=EP(low)
#-out=loggf
#-out=EW
#-out=A(Fe)
#

#RESOURCE=yCat_34680663
#Name: J/A+A/468/663
#Title: Li abundances in solar-analog stars (Takeda+, 2007)
#Table	J_A_A_468_663_table3:
#Name: J/A+A/468/663/table3
#Title: EWs of Fe I/Fe II lines and resulting Fe abundances
#Column	Star	(A10)	Star name (Sun/Moon or HIP NNNNNN)	[ucd=meta.id;meta.main]
#Column	Line	(I4)	Line No. (cf. Takeda et al. 2005, Cat. <J/PASJ/57/27>)	[ucd=meta.id;spect.line]
#Column	Elem	(F5.2)	26.00 for Fe I, 26.01 for Fe II	[ucd=meta.note]
#Column	lambda	(F8.3)	Line wavelength	[ucd=em.wl;spect.line]
#Column	EP(low)	(F6.3)	Excitation potential of the lower level	[ucd=phys.atmol.excitation;phys.atmol.level]
#Column	loggf	(F6.3)	log(gf) value	[ucd=stat.value;arith.zp]
#Column	EW	(F5.1)	? Fe line equivalent width	[ucd=spect.line.eqWidth]
#Column	A(Fe)	(F5.2)	? Line-by-line Fe abundance	[ucd=phys.abund.Fe]
Star|Line|Elem|lambda|EP(low)|loggf|EW|A(Fe)
HIP  76114| 139|26.00|6574.225| 0.990|-4.980| 29.5| 7.48
HIP  76114| 140|26.00|6581.207| 1.480|-4.751| 19.1| 7.48
HIP  76114| 141|26.00|6593.871| 2.433|-2.359| 84.6| 7.45
HIP  76114| 142|26.00|6609.110| 2.559|-2.616| 66.1| 7.46
HIP  76114| 143|26.00|6625.021| 1.010|-5.307| 16.2| 7.47
HIP  76114| 144|26.00|6667.725| 4.580|-2.125|  8.7| 7.52
HIP  76114| 145|26.00|6699.162| 4.590|-2.081|  7.4| 7.41
HIP  76114| 146|26.00|6739.520| 1.557|-4.790|     |
HIP  76114| 147|26.00|6750.150| 2.424|-2.570|     |
HIP  76114| 148|26.00|6752.705| 4.640|-1.186|     |
HIP  76114| 149|26.00|6793.252| 4.080|-2.366|     |
HIP  76114| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  76114| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  76114|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  76114|1064|26.00|5546.500| 4.371|-1.018|     |
HIP  76114|1065|26.00|5549.948| 3.695|-2.762|     |
HIP  76114|1066|26.00|5552.691| 4.956|-1.704|     |
HIP  76114|1067|26.00|5559.638| 4.988|-1.614|     |
HIP  76114|1068|26.00|5568.072| 4.154|-2.889|     |
HIP  76114|1069|26.00|5568.867| 3.635|-2.817|     |
HIP  76114|1070|26.00|5577.031| 5.033|-1.446|     |
HIP  76114|1071|26.00|5587.573| 4.143|-1.593| 35.3| 7.43
HIP  76114|1072|26.00|5595.075| 5.064|-1.633|  7.1| 7.44
HIP  76114|1073|26.00|5608.974| 4.209|-2.287| 12.6| 7.56
HIP  76114|1074|26.00|5618.631| 4.209|-1.233| 52.4| 7.51
HIP  76114|1075|26.00|5619.587| 4.386|-1.409| 33.6| 7.45
HIP  76114|1076|26.00|5636.696| 3.640|-2.495| 20.3| 7.48
HIP  76114|1077|26.00|5638.262| 4.220|-0.663| 81.5| 7.52
HIP  76114|1078|26.00|5650.020| 5.099|-0.749| 36.7| 7.49
HIP  76114|1079|26.00|5650.704| 5.085|-0.672| 40.9| 7.54
HIP  76114|1080|26.00|5651.470| 4.473|-1.747| 16.9| 7.43
HIP  76114|1081|26.00|5652.320| 4.260|-1.731| 28.5| 7.53
HIP  76114|1082|26.00|5653.889| 4.386|-1.334| 38.8| 7.47
HIP  76114|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  76114|1084|26.00|5679.025| 4.652|-0.626| 58.6| 7.45
HIP  76114|1085|26.00|5680.241| 4.186|-2.306| 11.9| 7.52
HIP  76114|1086|26.00|5731.762| 4.256|-1.050| 57.7| 7.46
HIP  76114|1087|26.00|5732.275| 4.991|-1.400| 14.2| 7.48
HIP  76114|1088|26.00|5752.023| 4.548|-0.846| 54.2| 7.47
HIP  76114|1089|26.00|5753.121| 4.260|-0.594| 80.8| 7.49
HIP  76114|1090|26.00|5760.345| 3.642|-2.438| 22.8| 7.48
HIP  76114|1091|26.00|5775.080| 4.220|-1.059| 58.2| 7.43
HIP  76114|1092|26.00|5793.913| 4.220|-1.578| 31.7| 7.40
HIP  76114|1093|26.00|5814.805| 4.283|-1.797| 22.6| 7.46
HIP  76114|1094|26.00|5827.875| 3.283|-3.165| 10.7| 7.44
HIP  76114|1095|26.00|5835.098| 4.256|-2.113| 15.2| 7.52
HIP  76114|1096|26.00|5837.700| 4.294|-2.255| 11.1| 7.53
HIP  76114|1097|26.00|5845.266| 5.033|-1.673|  7.6| 7.47
HIP  76114|1098|26.00|5849.682| 3.695|-2.885|  9.6| 7.51
HIP  76114|1099|26.00|5852.217| 4.548|-1.127| 40.9| 7.47
HIP  76114|1100|26.00|5853.149| 1.485|-5.089|  7.8| 7.41
HIP  76114|1101|26.00|5856.083| 4.294|-1.513| 33.6| 7.46
HIP  76114|1102|26.00|5858.779| 4.220|-2.156| 14.1| 7.49
HIP  76114|1103|26.00|5859.578| 4.548|-0.489| 71.7| 7.43
HIP  76114|1104|26.00|5861.107| 4.283|-2.327|  9.7| 7.53
HIP  76114|1105|26.00|5880.029| 4.558|-1.877| 12.4| 7.47
HIP  76114|1106|26.00|5881.279| 4.607|-1.741| 14.9| 7.47
HIP  76114|1107|26.00|5902.485| 4.593|-1.783| 17.0| 7.58
HIP  76114|1108|26.00|5905.689| 4.652|-0.650| 59.7| 7.50
HIP  76114|1109|26.00|5916.249| 2.453|-2.882|     |
HIP  76114|1110|26.00|5927.786| 4.652|-0.987|     |
HIP  76114|1111|26.00|5929.667| 4.548|-1.140| 36.2| 7.38
HIP  76114|1112|26.00|5934.653| 3.929|-1.015| 82.7| 7.59
HIP  76114|1113|26.00|5969.559| 4.283|-2.732|     |
HIP  76114|1114|26.00|5976.157| 4.294|-3.155|     |
HIP  76114|1115|26.00|5984.814| 4.733|-0.129| 85.7| 7.50
HIP  76114|1116|26.00|5987.066| 4.795|-0.307|     |
HIP  76114|1117|26.00|6003.010| 3.882|-0.903| 82.6| 7.42
HIP  76114|1118|26.00|6027.050| 4.076|-1.065| 65.8| 7.49
HIP  76114|1119|26.00|6034.033| 4.312|-2.335|     |
HIP  76114|1120|26.00|6093.666| 4.607|-1.297| 30.2| 7.45
HIP  76114|1121|26.00|6094.364| 4.652|-1.557| 20.0| 7.49
HIP  76114|1122|26.00|6096.662| 3.984|-1.758| 37.6| 7.46
HIP  76114|1123|26.00|6105.152| 4.548|-1.916| 10.2| 7.38
HIP  76114|1124|26.00|6127.909| 4.143|-1.352| 49.8| 7.49
HIP  76114|1125|26.00|6165.361| 4.143|-1.434| 48.4| 7.54
HIP  76114|1126|26.00|6187.398| 2.832|-4.094|     |
HIP  76114|1127|26.00|6187.987| 3.943|-1.587| 47.7| 7.45
HIP  76114|1128|26.00|6199.507| 2.559|-4.283|     |
HIP  76114|1129|26.00|6213.429| 2.223|-2.562| 82.1| 7.42
HIP  76114|1130|26.00|6220.776| 3.882|-2.322| 20.8| 7.52
HIP  76114|1131|26.00|6221.670| 0.859|-6.441|     |
HIP  76114|1132|26.00|6226.730| 3.883|-2.055| 32.5| 7.54
HIP  76114|1133|26.00|6229.225| 2.845|-2.877| 40.7| 7.51
HIP  76114|1134|26.00|6302.494| 3.686|-1.163| 82.7| 7.44
HIP  76114|1135|26.00|6330.838| 4.733|-1.152| 36.0| 7.54
HIP  76114|1136|26.00|6335.328| 2.198|-2.349| 96.6| 7.44
HIP  76114|1137|26.00|6367.111| 4.795|-2.373|     |
HIP  76114|1138|26.00|6392.538| 2.279|-3.939| 18.4| 7.47
HIP  76114|1139|26.00|6436.411| 4.186|-2.337| 10.7| 7.47
HIP  76114|1140|26.00|6472.150| 4.371|-3.140|     |
HIP  76114|1141|26.00|6494.980| 2.404|-1.301|     |
HIP  76114|1142|26.00|6496.469| 4.795|-0.483| 63.7| 7.50
HIP  76114|1143|26.00|6591.325| 4.593|-1.957| 11.2| 7.50
HIP  76114|1144|26.00|6608.024| 2.279|-3.952| 17.9| 7.45
HIP  76114|1145|26.00|6627.540| 4.548|-1.452| 28.5| 7.48
HIP  76114|1146|26.00|6646.932| 2.608|-3.931| 12.5| 7.57
HIP  76114|1147|26.00|6667.417| 2.453|-4.315|  6.0| 7.44
HIP  76114|1148|26.00|6676.863| 4.558|-2.699|     |
HIP  76114|1149|26.00|6703.568| 2.759|-3.008| 37.2| 7.45
HIP  76114|1150|26.00|6710.316| 1.485|-4.813| 15.1| 7.41
HIP  76114|1151|26.00|6712.441| 4.988|-2.071|  3.5| 7.43
HIP  76114|1152|26.00|6725.353| 4.103|-2.178| 17.0| 7.45
HIP  76114|1153|26.00|6726.661| 4.607|-1.003| 45.9| 7.44
HIP  76114|1154|26.00|6732.070| 4.584|-2.111|  8.9| 7.52
HIP  76114|1155|26.00|6733.151| 4.638|-1.403| 27.8| 7.49
HIP  76114|1156|26.00|6745.090| 4.580|-2.065|  8.3| 7.43
HIP  76114|1157|26.00|6745.955| 4.076|-2.632|     |
HIP  76114|1158|26.00|6746.953| 2.608|-4.337|     |
HIP  76114|1159|26.00|6783.264| 2.559|-4.550|     |
HIP  76114|1162|26.00|6806.847| 2.727|-3.098|     |
HIP  76114|1163|26.00|6810.257| 4.607|-0.927|     |
HIP  76114|1164|26.00|6824.825| 4.988|-2.125|     |
HIP  76114| 207|26.01|5525.125| 3.267|-4.007|     |
HIP  76114| 208|26.01|6432.680| 2.891|-3.579| 40.8| 7.48
HIP  76114| 209|26.01|6516.080| 2.891|-3.302|     |
HIP  76114|2005|26.01|5991.376| 3.153|-3.540| 28.7| 7.43
HIP  76114|2006|26.01|6084.111| 3.199|-3.791| 20.0| 7.48
HIP  76114|2007|26.01|6141.033| 3.230|-4.872|     |
HIP  76114|2008|26.01|6149.258| 3.889|-2.720| 38.8| 7.55
HIP  76114|2009|26.01|6239.953| 3.889|-3.423|     |
HIP  76114|2010|26.01|6247.557| 3.892|-2.336| 50.8| 7.44
HIP  76114|2011|26.01|6269.967| 3.245|-4.355|  6.4| 7.47
HIP  76114|2012|26.01|6446.410| 6.222|-1.938|     |
HIP  76114|2013|26.01|6456.383| 3.903|-2.142| 62.0| 7.49
HIP  77749| 109|26.00|5600.226| 4.260|-1.429|     |
HIP  77749| 110|26.00|5661.348| 4.280|-1.790| 30.1| 7.71
HIP  77749| 111|26.00|5696.102| 4.550|-1.847| 18.5| 7.72
HIP  77749| 112|26.00|5701.545| 2.560|-2.087|100.5| 7.77
HIP  77749| 113|26.00|5705.466| 4.300|-1.433| 43.3| 7.64
HIP  77749| 114|26.00|5778.455| 2.590|-3.468|     |
HIP  77749| 115|26.00|5784.657| 3.340|-2.615| 36.1| 7.76
HIP  77749| 116|26.00|5855.091| 4.607|-1.478| 27.6| 7.64
HIP  77749| 117|26.00|5909.970| 3.210|-2.579|     |
HIP  77749| 118|26.00|5956.692| 0.859|-4.537| 58.5| 7.66
HIP  77749| 119|26.00|6082.708| 2.223|-3.555| 40.6| 7.68
HIP  77749| 120|26.00|6120.244| 0.910|-5.906|     |
HIP  77749| 121|26.00|6136.993| 2.198|-2.910| 83.5| 7.84
HIP  77749| 122|26.00|6151.617| 2.176|-3.296|     |
HIP  77749| 123|26.00|6173.341| 2.223|-2.888| 82.0| 7.80
HIP  77749| 124|26.00|6180.203| 2.730|-2.615| 67.6| 7.76
HIP  77749| 125|26.00|6200.314| 2.609|-2.360| 89.3| 7.82
HIP  77749| 126|26.00|6219.279| 2.198|-2.458|103.8| 7.75
HIP  77749| 127|26.00|6232.639| 3.650|-1.197| 97.2| 7.73
HIP  77749| 128|26.00|6240.645| 2.220|-3.269|     |
HIP  77749| 129|26.00|6265.131| 2.176|-2.578| 95.5| 7.68
HIP  77749| 130|26.00|6271.276| 3.330|-2.751| 35.7| 7.84
HIP  77749| 131|26.00|6280.616| 0.859|-4.363|     |
HIP  77749| 132|26.00|6297.792| 2.223|-2.740| 83.5| 7.67
HIP  77749| 133|26.00|6311.500| 2.832|-3.141|     |
HIP  77749| 134|26.00|6322.690| 2.588|-2.326| 86.2| 7.68
HIP  77749| 135|26.00|6353.835| 0.915|-6.477|     |
HIP  77749| 136|26.00|6481.869| 2.279|-2.933| 68.8| 7.62
HIP  77749| 137|26.00|6498.937| 0.958|-4.632| 49.5| 7.63
HIP  77749| 138|26.00|6518.365| 2.830|-2.564| 64.7| 7.71
HIP  77749| 139|26.00|6574.225| 0.990|-4.980| 35.4| 7.75
HIP  77749| 140|26.00|6581.207| 1.480|-4.751|     |
HIP  77749| 141|26.00|6593.871| 2.433|-2.359| 98.3| 7.75
HIP  77749| 142|26.00|6609.110| 2.559|-2.616| 81.9| 7.83
HIP  77749| 143|26.00|6625.021| 1.010|-5.307| 17.3| 7.65
HIP  77749| 144|26.00|6667.725| 4.580|-2.125|  9.9| 7.66
HIP  77749| 145|26.00|6699.162| 4.590|-2.081| 15.8| 7.86
HIP  77749| 146|26.00|6739.520| 1.557|-4.790|     |
HIP  77749| 147|26.00|6750.150| 2.424|-2.570| 81.9| 7.64
HIP  77749| 148|26.00|6752.705| 4.640|-1.186| 49.4| 7.78
HIP  77749| 149|26.00|6793.252| 4.080|-2.366|     |
HIP  77749| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  77749| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  77749|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  77749|1064|26.00|5546.500| 4.371|-1.018| 58.0| 7.62
HIP  77749|1065|26.00|5549.948| 3.695|-2.762|     |
HIP  77749|1066|26.00|5552.691| 4.956|-1.704| 11.1| 7.69
HIP  77749|1067|26.00|5559.638| 4.988|-1.614| 15.7| 7.81
HIP  77749|1068|26.00|5568.072| 4.154|-2.889|     |
HIP  77749|1069|26.00|5568.867| 3.635|-2.817| 13.9| 7.68
HIP  77749|1070|26.00|5577.031| 5.033|-1.446| 18.5| 7.77
HIP  77749|1071|26.00|5587.573| 4.143|-1.593|     |
HIP  77749|1072|26.00|5595.075| 5.064|-1.633|     |
HIP  77749|1073|26.00|5608.974| 4.209|-2.287| 18.8| 7.85
HIP  77749|1074|26.00|5618.631| 4.209|-1.233| 63.4| 7.77
HIP  77749|1075|26.00|5619.587| 4.386|-1.409| 35.2| 7.54
HIP  77749|1076|26.00|5636.696| 3.640|-2.495| 23.8| 7.66
HIP  77749|1077|26.00|5638.262| 4.220|-0.663|     |
HIP  77749|1078|26.00|5650.020| 5.099|-0.749| 45.8| 7.69
HIP  77749|1079|26.00|5650.704| 5.085|-0.672| 52.9| 7.81
HIP  77749|1080|26.00|5651.470| 4.473|-1.747| 29.1| 7.83
HIP  77749|1081|26.00|5652.320| 4.260|-1.731| 29.7| 7.62
HIP  77749|1082|26.00|5653.889| 4.386|-1.334| 50.0| 7.74
HIP  77749|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  77749|1084|26.00|5679.025| 4.652|-0.626| 74.2| 7.78
HIP  77749|1085|26.00|5680.241| 4.186|-2.306| 15.5| 7.74
HIP  77749|1086|26.00|5731.762| 4.256|-1.050| 69.6| 7.73
HIP  77749|1087|26.00|5732.275| 4.991|-1.400| 19.8| 7.72
HIP  77749|1088|26.00|5752.023| 4.548|-0.846| 60.6| 7.63
HIP  77749|1089|26.00|5753.121| 4.260|-0.594|     |
HIP  77749|1090|26.00|5760.345| 3.642|-2.438| 26.9| 7.68
HIP  77749|1091|26.00|5775.080| 4.220|-1.059| 70.4| 7.71
HIP  77749|1092|26.00|5793.913| 4.220|-1.578| 39.8| 7.64
HIP  77749|1093|26.00|5814.805| 4.283|-1.797| 29.1| 7.69
HIP  77749|1094|26.00|5827.875| 3.283|-3.165|     |
HIP  77749|1095|26.00|5835.098| 4.256|-2.113| 18.6| 7.71
HIP  77749|1096|26.00|5837.700| 4.294|-2.255| 17.7| 7.86
HIP  77749|1097|26.00|5845.266| 5.033|-1.673|     |
HIP  77749|1098|26.00|5849.682| 3.695|-2.885| 12.4| 7.73
HIP  77749|1099|26.00|5852.217| 4.548|-1.127| 56.4| 7.84
HIP  77749|1100|26.00|5853.149| 1.485|-5.089| 13.4| 7.83
HIP  77749|1101|26.00|5856.083| 4.294|-1.513| 45.7| 7.78
HIP  77749|1102|26.00|5858.779| 4.220|-2.156| 15.4| 7.61
HIP  77749|1103|26.00|5859.578| 4.548|-0.489| 82.1| 7.60
HIP  77749|1104|26.00|5861.107| 4.283|-2.327|  9.6| 7.60
HIP  77749|1105|26.00|5880.029| 4.558|-1.877|     |
HIP  77749|1106|26.00|5881.279| 4.607|-1.741| 27.5| 7.90
HIP  77749|1107|26.00|5902.485| 4.593|-1.783|     |
HIP  77749|1108|26.00|5905.689| 4.652|-0.650| 66.3| 7.66
HIP  77749|1109|26.00|5916.249| 2.453|-2.882|     |
HIP  77749|1110|26.00|5927.786| 4.652|-0.987|     |
HIP  77749|1111|26.00|5929.667| 4.548|-1.140| 46.8| 7.66
HIP  77749|1112|26.00|5934.653| 3.929|-1.015| 89.6| 7.73
HIP  77749|1113|26.00|5969.559| 4.283|-2.732|     |
HIP  77749|1114|26.00|5976.157| 4.294|-3.155|     |
HIP  77749|1115|26.00|5984.814| 4.733|-0.129| 95.6| 7.67
HIP  77749|1116|26.00|5987.066| 4.795|-0.307|     |
HIP  77749|1117|26.00|6003.010| 3.882|-0.903| 92.4| 7.62
HIP  77749|1118|26.00|6027.050| 4.076|-1.065| 71.5| 7.64
HIP  77749|1119|26.00|6034.033| 4.312|-2.335| 15.0| 7.86
HIP  77749|1120|26.00|6093.666| 4.607|-1.297| 44.1| 7.80
HIP  77749|1121|26.00|6094.364| 4.652|-1.557| 23.7| 7.66
HIP  77749|1122|26.00|6096.662| 3.984|-1.758| 44.0| 7.66
HIP  77749|1123|26.00|6105.152| 4.548|-1.916| 15.7| 7.68
HIP  77749|1124|26.00|6127.909| 4.143|-1.352| 56.7| 7.68
HIP  77749|1125|26.00|6165.361| 4.143|-1.434| 58.5| 7.79
HIP  77749|1126|26.00|6187.398| 2.832|-4.094|     |
HIP  77749|1127|26.00|6187.987| 3.943|-1.587| 56.9| 7.69
HIP  77749|1128|26.00|6199.507| 2.559|-4.283|     |
HIP  77749|1129|26.00|6213.429| 2.223|-2.562| 91.4| 7.65
HIP  77749|1130|26.00|6220.776| 3.882|-2.322| 20.9| 7.61
HIP  77749|1131|26.00|6221.670| 0.859|-6.441|     |
HIP  77749|1132|26.00|6226.730| 3.883|-2.055| 40.5| 7.78
HIP  77749|1133|26.00|6229.225| 2.845|-2.877| 48.0| 7.75
HIP  77749|1134|26.00|6302.494| 3.686|-1.163| 98.1| 7.73
HIP  77749|1135|26.00|6330.838| 4.733|-1.152| 44.0| 7.72
HIP  77749|1136|26.00|6335.328| 2.198|-2.349|110.3| 7.72
HIP  77749|1137|26.00|6367.111| 4.795|-2.373|  6.4| 7.90
HIP  77749|1138|26.00|6392.538| 2.279|-3.939| 27.3| 7.82
HIP  77749|1139|26.00|6436.411| 4.186|-2.337| 13.2| 7.66
HIP  77749|1140|26.00|6472.150| 4.371|-3.140|     |
HIP  77749|1141|26.00|6494.980| 2.404|-1.301|     |
HIP  77749|1142|26.00|6496.469| 4.795|-0.483| 79.7| 7.81
HIP  77749|1143|26.00|6591.325| 4.593|-1.957| 17.5| 7.80
HIP  77749|1144|26.00|6608.024| 2.279|-3.952| 23.2| 7.72
HIP  77749|1145|26.00|6627.540| 4.548|-1.452| 35.5| 7.69
HIP  77749|1146|26.00|6646.932| 2.608|-3.931|     |
HIP  77749|1147|26.00|6667.417| 2.453|-4.315|     |
HIP  77749|1148|26.00|6676.863| 4.558|-2.699|     |
HIP  77749|1149|26.00|6703.568| 2.759|-3.008| 49.3| 7.78
HIP  77749|1150|26.00|6710.316| 1.485|-4.813| 24.0| 7.81
HIP  77749|1151|26.00|6712.441| 4.988|-2.071|     |
HIP  77749|1152|26.00|6725.353| 4.103|-2.178| 28.5| 7.83
HIP  77749|1153|26.00|6726.661| 4.607|-1.003| 62.4| 7.79
HIP  77749|1154|26.00|6732.070| 4.584|-2.111| 14.3| 7.83
HIP  77749|1155|26.00|6733.151| 4.638|-1.403| 34.5| 7.70
HIP  77749|1156|26.00|6745.090| 4.580|-2.065|  9.7| 7.58
HIP  77749|1157|26.00|6745.955| 4.076|-2.632|  7.5| 7.55
HIP  77749|1158|26.00|6746.953| 2.608|-4.337|  4.4| 7.59
HIP  77749|1159|26.00|6783.264| 2.559|-4.550|     |
HIP  77749|1162|26.00|6806.847| 2.727|-3.098|     |
HIP  77749|1163|26.00|6810.257| 4.607|-0.927|     |
HIP  77749|1164|26.00|6824.825| 4.988|-2.125|     |
HIP  77749| 207|26.01|5525.125| 3.267|-4.007|     |
HIP  77749| 208|26.01|6432.680| 2.891|-3.579| 46.4| 7.70
HIP  77749| 209|26.01|6516.080| 2.891|-3.302| 60.4| 7.71
HIP  77749|2005|26.01|5991.376| 3.153|-3.540| 34.9| 7.68
HIP  77749|2006|26.01|6084.111| 3.199|-3.791| 27.5| 7.79
HIP  77749|2007|26.01|6141.033| 3.230|-4.872|     |
HIP  77749|2008|26.01|6149.258| 3.889|-2.720| 43.6| 7.74
HIP  77749|2009|26.01|6239.953| 3.889|-3.423| 13.3| 7.60
HIP  77749|2010|26.01|6247.557| 3.892|-2.336| 62.7| 7.75
HIP  77749|2011|26.01|6269.967| 3.245|-4.355|     |
HIP  77749|2012|26.01|6446.410| 6.222|-1.938|  5.4| 7.69
HIP  77749|2013|26.01|6456.383| 3.903|-2.142| 77.2| 7.83
HIP  78217| 109|26.00|5600.226| 4.260|-1.429| 32.4| 7.33
HIP  78217| 110|26.00|5661.348| 4.280|-1.790| 16.4| 7.28
HIP  78217| 111|26.00|5696.102| 4.550|-1.847|     |
HIP  78217| 112|26.00|5701.545| 2.560|-2.087| 76.1| 7.24
HIP  78217| 113|26.00|5705.466| 4.300|-1.433| 31.9| 7.36
HIP  78217| 114|26.00|5778.455| 2.590|-3.468| 16.9| 7.32
HIP  78217| 115|26.00|5784.657| 3.340|-2.615| 16.6| 7.20
HIP  78217| 116|26.00|5855.091| 4.607|-1.478| 16.5| 7.28
HIP  78217| 117|26.00|5909.970| 3.210|-2.579| 22.4| 7.20
HIP  78217| 118|26.00|5956.692| 0.859|-4.537| 44.2| 7.28
HIP  78217| 119|26.00|6082.708| 2.223|-3.555| 27.6| 7.32
HIP  78217| 120|26.00|6120.244| 0.910|-5.906|  3.6| 7.31
HIP  78217| 121|26.00|6136.993| 2.198|-2.910| 54.1| 7.19
HIP  78217| 122|26.00|6151.617| 2.176|-3.296| 43.6| 7.34
HIP  78217| 123|26.00|6173.341| 2.223|-2.888| 59.6| 7.30
HIP  78217| 124|26.00|6180.203| 2.730|-2.615| 47.5| 7.30
HIP  78217| 125|26.00|6200.314| 2.609|-2.360| 62.8| 7.24
HIP  78217| 126|26.00|6219.279| 2.198|-2.458| 80.6| 7.27
HIP  78217| 127|26.00|6232.639| 3.650|-1.197| 75.0| 7.30
HIP  78217| 128|26.00|6240.645| 2.220|-3.269| 40.0| 7.29
HIP  78217| 129|26.00|6265.131| 2.176|-2.578| 76.6| 7.28
HIP  78217| 130|26.00|6271.276| 3.330|-2.751| 16.1| 7.28
HIP  78217| 131|26.00|6280.616| 0.859|-4.363| 60.8| 7.41
HIP  78217| 132|26.00|6297.792| 2.223|-2.740| 67.1| 7.30
HIP  78217| 133|26.00|6311.500| 2.832|-3.141| 18.2| 7.25
HIP  78217| 134|26.00|6322.690| 2.588|-2.326| 69.1| 7.30
HIP  78217| 135|26.00|6353.835| 0.915|-6.477|     |
HIP  78217| 136|26.00|6481.869| 2.279|-2.933| 55.8| 7.30
HIP  78217| 137|26.00|6498.937| 0.958|-4.632| 34.5| 7.24
HIP  78217| 138|26.00|6518.365| 2.830|-2.564| 44.7| 7.26
HIP  78217| 139|26.00|6574.225| 0.990|-4.980| 22.2| 7.34
HIP  78217| 140|26.00|6581.207| 1.480|-4.751| 13.2| 7.32
HIP  78217| 141|26.00|6593.871| 2.433|-2.359| 71.5| 7.20
HIP  78217| 142|26.00|6609.110| 2.559|-2.616| 55.7| 7.26
HIP  78217| 143|26.00|6625.021| 1.010|-5.307| 11.1| 7.31
HIP  78217| 144|26.00|6667.725| 4.580|-2.125|  6.0| 7.36
HIP  78217| 145|26.00|6699.162| 4.590|-2.081|  4.8| 7.22
HIP  78217| 146|26.00|6739.520| 1.557|-4.790|  7.4| 7.14
HIP  78217| 147|26.00|6750.150| 2.424|-2.570| 65.4| 7.27
HIP  78217| 148|26.00|6752.705| 4.640|-1.186| 28.3| 7.30
HIP  78217| 149|26.00|6793.252| 4.080|-2.366|     |
HIP  78217| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  78217| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  78217|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  78217|1064|26.00|5546.500| 4.371|-1.018| 39.6| 7.20
HIP  78217|1065|26.00|5549.948| 3.695|-2.762|  7.5| 7.30
HIP  78217|1066|26.00|5552.691| 4.956|-1.704|     |
HIP  78217|1067|26.00|5559.638| 4.988|-1.614|  5.0| 7.20
HIP  78217|1068|26.00|5568.072| 4.154|-2.889|     |
HIP  78217|1069|26.00|5568.867| 3.635|-2.817|     |
HIP  78217|1070|26.00|5577.031| 5.033|-1.446|  5.8| 7.14
HIP  78217|1071|26.00|5587.573| 4.143|-1.593| 25.6| 7.22
HIP  78217|1072|26.00|5595.075| 5.064|-1.633|     |
HIP  78217|1073|26.00|5608.974| 4.209|-2.287|     |
HIP  78217|1074|26.00|5618.631| 4.209|-1.233| 43.0| 7.31
HIP  78217|1075|26.00|5619.587| 4.386|-1.409| 25.7| 7.27
HIP  78217|1076|26.00|5636.696| 3.640|-2.495| 17.4| 7.41
HIP  78217|1077|26.00|5638.262| 4.220|-0.663| 73.6| 7.36
HIP  78217|1078|26.00|5650.020| 5.099|-0.749| 27.1| 7.30
HIP  78217|1079|26.00|5650.704| 5.085|-0.672| 28.7| 7.28
HIP  78217|1080|26.00|5651.470| 4.473|-1.747| 13.1| 7.31
HIP  78217|1081|26.00|5652.320| 4.260|-1.731| 21.3| 7.36
HIP  78217|1082|26.00|5653.889| 4.386|-1.334| 28.1| 7.25
HIP  78217|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  78217|1084|26.00|5679.025| 4.652|-0.626| 50.7| 7.29
HIP  78217|1085|26.00|5680.241| 4.186|-2.306|  8.1| 7.35
HIP  78217|1086|26.00|5731.762| 4.256|-1.050| 48.1| 7.27
HIP  78217|1087|26.00|5732.275| 4.991|-1.400|  8.1| 7.21
HIP  78217|1088|26.00|5752.023| 4.548|-0.846| 45.0| 7.29
HIP  78217|1089|26.00|5753.121| 4.260|-0.594| 71.3| 7.30
HIP  78217|1090|26.00|5760.345| 3.642|-2.438| 18.8| 7.39
HIP  78217|1091|26.00|5775.080| 4.220|-1.059| 50.5| 7.28
HIP  78217|1092|26.00|5793.913| 4.220|-1.578| 24.4| 7.24
